אא: 1.99e-05 ,אב: 0.0023573 ,אג: 0.0034425 ,אד: 0.0004465 ,אה: 0.0007827 ,או: 0.0031422 ,אז: 0.0009593 ,אח: 0.0029416 ,אט: 0.0001807 ,אי: 0.0001599 ,אך: 0.0049248 ,אכ: 0.0058219 ,אל: 0.0019695 ,אם: 0.003632 ,אמ: 9.5e-05 ,אן: 0.0041854 ,אנ: 0.0028074 ,אס: 0.0035768 ,אע: 0.0040865 ,אף: 5.52e-05 ,אפ: 0.0001197 ,אץ: 0.0007005 ,אצ: 0.0002407 ,אק: 0.0011815 ,אר: 0.0003211 ,אש: 0.0014222 ,אû: 0.0 ,אü: 0.0 ,א‎: 1.9e-05 ,א‏: 0.0012283 ,אÿ: 0.0019205 ,א_: 0.0130943 
כא: 0.0036422 ,כב: 2.2e-06 ,כג: 1.24e-05 ,כד: 3.67e-05 ,כה: 1.24e-05 ,כו: 0.0054027 ,כז: 0.0006793 ,כח: 5.7e-06 ,כט: 0.0065308 ,כי: 0.0 ,כך: 0.0001162 ,ככ: 0.0002102 ,כל: 1.06e-05 ,כם: 0.0002151 ,כמ: 0.0027398 ,כן: 2.92e-05 ,כנ: 2.7e-06 ,כס: 0.0002266 ,כע: 2.61e-05 ,כף: 0.0011104 ,כפ: 2.16e-05 ,כץ: 2.2e-06 ,כצ: 1.3e-06 ,כק: 1.86e-05 ,כר: 2.7e-06 ,כש: 1.3e-06 ,כû: 0.0004209 ,כü: 0.0056814 ,כ‎: 4.4e-06 ,כ‏: 0.0006135 ,כÿ: 0.0027875 ,כ_: 0.001443 
לא: 0.0019982 ,לב: 2.03e-05 ,לג: 2.69e-05 ,לד: 6.6e-06 ,לה: 1.1e-05 ,לו: 0.0057463 ,לז: 0.0 ,לח: 4e-06 ,לט: 0.001894 ,לי: 0.0 ,לך: 3.27e-05 ,לכ: 0.000129 ,לל: 0.0002553 ,לם: 0.0003366 ,למ: 0.005079 ,לן: 7.16e-05 ,לנ: 1.02e-05 ,לס: 0.0001109 ,לע: 2.16e-05 ,לף: 0.0017464 ,לפ: 1.59e-05 ,לץ: 4e-07 ,לצ: 3.5e-06 ,לק: 1.19e-05 ,לר: 3.5e-06 ,לש: 0.0 ,לû: 0.0014359 ,לü: 1.72e-05 ,ל‎: 7.5e-06 ,ל‏: 2.7e-06 ,לÿ: 0.0004324 ,ל_: 0.0069274 
םא: 0.0070886 ,םב: 2.2e-06 ,םג: 1.37e-05 ,םד: 0.0002173 ,םה: 0.0003313 ,םו: 0.0064438 ,םז: 3.5e-06 ,םח: 1.02e-05 ,םט: 0.0091367 ,םי: 4e-07 ,םך: 0.0006992 ,םכ: 9e-07 ,םל: 2.7e-06 ,םם: 0.0045852 ,םמ: 0.0131565 ,םן: 8e-06 ,םנ: 9.3e-06 ,םס: 0.000704 ,םע: 0.0009302 ,םף: 0.0010967 ,םפ: 7.5e-06 ,םץ: 5.7e-06 ,םצ: 0.0002354 ,םק: 9.36e-05 ,םר: 1.8e-06 ,םש: 2.08e-05 ,םû: 0.0049619 ,םü: 0.0010282 ,ם‎: 9.3e-06 ,ם‏: 6.36e-05 ,םÿ: 0.0008578 ,ם_: 0.0016373 
מא: 1.77e-05 ,מב: 0.0061116 ,מג: 0.0087746 ,מד: 0.0049853 ,מה: 0.0085409 ,מו: 0.0019249 ,מז: 0.0013449 ,מח: 0.0013604 ,מט: 0.0055498 ,מי: 0.0045154 ,מך: 0.001333 ,מכ: 0.0046373 ,מל: 0.0047296 ,מם: 0.0036271 ,ממ: 0.0006268 ,מן: 0.0015031 ,מנ: 0.0057419 ,מס: 0.0087679 ,מע: 0.0075696 ,מף: 2.34e-05 ,מפ: 0.0001254 ,מץ: 0.0003458 ,מצ: 0.000773 ,מק: 0.0029487 ,מר: 0.0005689 ,מש: 9.85e-05 ,מû: 0.0 ,מü: 0.0 ,מ‎: 0.0002266 ,מ‏: 0.0001599 ,מÿ: 0.000958 ,מ_: 0.0165681 
ןא: 0.0007955 ,ןב: 0.0 ,ןג: 2.2e-06 ,ןד: 4e-07 ,ןה: 2.7e-06 ,ןו: 0.0020463 ,ןז: 0.0 ,ןח: 4e-07 ,ןט: 0.0036837 ,ןי: 0.0 ,ןך: 0.0001104 ,ןכ: 0.0009293 ,ןל: 9e-07 ,ןם: 0.0001237 ,ןמ: 0.0073908 ,ןן: 3.84e-05 ,ןנ: 0.0121937 ,ןס: 4.9e-06 ,ןע: 2.21e-05 ,ןף: 0.0003392 ,ןפ: 4e-07 ,ןץ: 0.0 ,ןצ: 2.43e-05 ,ןק: 1.55e-05 ,ןר: 2.43e-05 ,ןש: 2.2e-06 ,ןû: 5.79e-05 ,ןü: 2.7e-06 ,ן‎: 0.0 ,ן‏: 4e-07 ,ןÿ: 0.0001246 ,ן_: 0.0001294 
נא: 0.0100563 ,נב: 2.03e-05 ,נג: 0.000428 ,נד: 0.0001868 ,נה: 8.48e-05 ,נו: 0.0079022 ,נז: 0.000356 ,נח: 7.1e-06 ,נט: 0.0046934 ,ני: 0.0 ,נך: 0.000129 ,נכ: 8.83e-05 ,נל: 0.0014474 ,נם: 0.0007995 ,נמ: 0.0101544 ,נן: 4.73e-05 ,ננ: 2.52e-05 ,נס: 0.0001435 ,נע: 0.0002871 ,נף: 0.003117 ,נפ: 7.46e-05 ,נץ: 3.58e-05 ,נצ: 7.46e-05 ,נק: 1.9e-05 ,נר: 0.0003966 ,נש: 1.41e-05 ,נû: 0.0015826 ,נü: 0.0002359 ,נ‎: 5.7e-06 ,נ‏: 1.02e-05 ,נÿ: 0.0006859 ,נ_: 0.0008317 
סא: 0.0016276 ,סב: 3.98e-05 ,סג: 0.0012601 ,סד: 1.68e-05 ,סה: 0.0001095 ,סו: 0.0016422 ,סז: 4.9e-06 ,סח: 2.7e-06 ,סט: 0.0016139 ,סי: 9e-07 ,סך: 0.0018529 ,סכ: 0.0032362 ,סל: 0.0005521 ,סם: 0.000807 ,סמ: 0.0034831 ,סן: 0.0011016 ,סנ: 0.0012358 ,סס: 0.0014558 ,סע: 0.0204678 ,סף: 0.000913 ,ספ: 0.0001299 ,סץ: 0.0003335 ,סצ: 2.03e-05 ,סק: 0.0002178 ,סר: 0.0001996 ,סש: 9e-07 ,סû: 0.0002853 ,סü: 0.0008763 ,ס‎: 1.46e-05 ,ס‏: 0.0001431 ,סÿ: 0.0043042 ,ס_: 0.0016409 
עא: 0.0094097 ,עב: 1.37e-05 ,עג: 0.0059054 ,עד: 1.33e-05 ,עה: 0.0003984 ,עו: 0.0054257 ,עז: 6.2e-06 ,עח: 4.4e-06 ,עט: 0.0047278 ,עי: 1.3e-06 ,עך: 0.0003171 ,עכ: 0.0001352 ,על: 4.02e-05 ,עם: 0.0017681 ,עמ: 0.0164308 ,ען: 6.49e-05 ,ענ: 0.0035821 ,עס: 0.0033798 ,עע: 5.87e-05 ,עף: 0.0009571 ,עפ: 5.26e-05 ,עץ: 6.6e-06 ,עצ: 8e-06 ,עק: 0.000121 ,ער: 1.41e-05 ,עש: 8.4e-06 ,עû: 0.0008542 ,עü: 0.0048767 ,ע‎: 8.8e-06 ,ע‏: 2.25e-05 ,עÿ: 0.0003056 ,ע_: 0.0087476 
ףא: 0.0002186 ,ףב: 0.0001511 ,ףג: 0.0002376 ,ףד: 0.001102 ,ףה: 0.0017835 ,ףו: 0.0006639 ,ףז: 0.0006175 ,ףח: 5.26e-05 ,ףט: 2.39e-05 ,ףי: 2.7e-06 ,ףך: 0.0011608 ,ףכ: 0.0002822 ,ףל: 0.0005013 ,ףם: 0.0006586 ,ףמ: 1.19e-05 ,ףן: 0.0009991 ,ףנ: 0.0003436 ,ףס: 0.0005526 ,ףע: 0.0006868 ,ףף: 1.15e-05 ,ףפ: 3.09e-05 ,ףץ: 0.00011 ,ףצ: 4.4e-06 ,ףק: 0.0007769 ,ףר: 8.26e-05 ,ףש: 0.0004806 ,ףû: 0.0 ,ףü: 0.0 ,ף‎: 1.9e-05 ,ף‏: 0.0017354 ,ףÿ: 2.56e-05 ,ף_: 0.0038542 
פא: 0.0004024 ,פב: 0.0 ,פג: 0.0 ,פד: 0.0 ,פה: 0.0 ,פו: 0.0001926 ,פז: 0.0 ,פח: 0.0 ,פט: 0.0002323 ,פי: 0.0 ,פך: 4e-07 ,פכ: 5.7e-06 ,פל: 9e-07 ,פם: 1.8e-06 ,פמ: 0.0012769 ,פן: 0.0 ,פנ: 5.92e-05 ,פס: 7.5e-06 ,פע: 9e-07 ,פף: 0.0004854 ,פפ: 2.03e-05 ,פץ: 0.0 ,פצ: 0.0 ,פק: 0.0 ,פר: 0.0 ,פש: 0.0 ,פû: 1.3e-06 ,פü: 0.0 ,פ‎: 9e-07 ,פ‏: 0.0 ,פÿ: 0.0 ,פ_: 0.000682 
ץא: 0.0001868 ,ץב: 9e-07 ,ץג: 5.21e-05 ,ץד: 1.33e-05 ,ץה: 9.7e-06 ,ץו: 2.78e-05 ,ץז: 0.0 ,ץח: 2.2e-06 ,ץט: 7.07e-05 ,ץי: 0.0 ,ץך: 4.9e-06 ,ץכ: 0.0001413 ,ץל: 7.1e-06 ,ץם: 4.24e-05 ,ץמ: 0.0017173 ,ץן: 1.41e-05 ,ץנ: 0.0001272 ,ץס: 9.54e-05 ,ץע: 1.02e-05 ,ץף: 1.9e-05 ,ץפ: 4.24e-05 ,ץץ: 4.9e-06 ,ץצ: 1.8e-06 ,ץק: 1.15e-05 ,ץר: 1.8e-06 ,ץש: 0.0 ,ץû: 0.0 ,ץü: 0.0 ,ץ‎: 1.3e-06 ,ץ‏: 0.0 ,ץÿ: 0.0 ,ץ_: 0.0044328 
צא: 0.00025 ,צב: 0.0 ,צג: 1.02e-05 ,צד: 4e-07 ,צה: 4e-07 ,צו: 0.0014417 ,צז: 0.0 ,צח: 0.0 ,צט: 0.001049 ,צי: 0.0 ,צך: 2.25e-05 ,צכ: 1.3e-06 ,צל: 1.3e-06 ,צם: 4e-07 ,צמ: 5.74e-05 ,צן: 2.7e-06 ,צנ: 9e-07 ,צס: 4e-07 ,צע: 4e-07 ,צף: 6.58e-05 ,צפ: 1.8e-06 ,צץ: 0.0 ,צצ: 4e-07 ,צק: 0.0 ,צר: 0.0 ,צש: 0.0 ,צû: 7.82e-05 ,צü: 0.0 ,צ‎: 1.3e-06 ,צ‏: 9e-07 ,צÿ: 0.0 ,צ_: 0.0001533 
קא: 0.0027067 ,קב: 0.0 ,קג: 1.02e-05 ,קד: 0.0 ,קה: 4e-07 ,קו: 0.003829 ,קז: 0.0 ,קח: 4e-07 ,קט: 0.0021753 ,קי: 0.0 ,קך: 8.92e-05 ,קכ: 2.43e-05 ,קל: 4e-07 ,קם: 0.0017782 ,קמ: 4.4e-06 ,קן: 0.0 ,קנ: 3.18e-05 ,קס: 4e-07 ,קע: 0.001746 ,קף: 0.0001882 ,קפ: 0.0 ,קץ: 0.0 ,קצ: 0.0 ,קק: 0.0 ,קר: 3.05e-05 ,קש: 0.0 ,קû: 0.0 ,קü: 7.42e-05 ,ק‎: 0.0 ,ק‏: 0.0 ,קÿ: 0.0 ,ק_: 4.55e-05 
רא: 0.0003909 ,רב: 0.0 ,רג: 3.1e-06 ,רד: 0.0 ,רה: 0.0 ,רו: 0.0016086 ,רז: 0.0 ,רח: 0.0 ,רט: 0.0007319 ,רי: 0.0 ,רך: 3.8e-05 ,רכ: 0.0002818 ,רל: 5.7e-06 ,רם: 6.18e-05 ,רמ: 5.21e-05 ,רן: 3.1e-06 ,רנ: 9e-07 ,רס: 1.8e-06 ,רע: 0.0001228 ,רף: 6.8e-05 ,רפ: 0.0 ,רץ: 0.0 ,רצ: 4e-07 ,רק: 0.0 ,רר: 0.0 ,רש: 0.0 ,רû: 0.0 ,רü: 0.0006047 ,ר‎: 0.0 ,ר‏: 2.7e-06 ,רÿ: 0.0 ,ר_: 2.21e-05 
שא: 0.0006519 ,שב: 0.0 ,שג: 0.0 ,שד: 0.0 ,שה: 4e-07 ,שו: 0.00303 ,שז: 0.0 ,שח: 0.0 ,שט: 0.0008472 ,שי: 0.0 ,שך: 0.0 ,שכ: 0.0 ,של: 0.0 ,שם: 3.75e-05 ,שמ: 4e-07 ,שן: 0.0 ,שנ: 1.8e-06 ,שס: 0.0 ,שע: 0.0 ,שף: 7.6e-05 ,שפ: 0.0 ,שץ: 0.0 ,שצ: 0.0 ,שק: 0.0 ,שר: 0.0 ,שש: 0.0 ,שû: 0.0 ,שü: 3.62e-05 ,ש‎: 0.0 ,ש‏: 0.0 ,שÿ: 0.0 ,ש_: 1.81e-05 
ûא: 4.4e-06 ,ûב: 3.31e-05 ,ûג: 0.0006771 ,ûד: 2.34e-05 ,ûה: 8.17e-05 ,ûו: 0.0014439 ,ûז: 7.1e-06 ,ûח: 4.95e-05 ,ûט: 2.56e-05 ,ûי: 0.0019368 ,ûך: 4.46e-05 ,ûכ: 0.0006427 ,ûל: 0.001144 ,ûם: 0.000193 ,ûמ: 1.02e-05 ,ûן: 0.0001179 ,ûנ: 0.0003843 ,ûס: 0.0003569 ,ûע: 0.0005636 ,ûף: 1.8e-06 ,ûפ: 1.15e-05 ,ûץ: 0.0016563 ,ûצ: 3.1e-06 ,ûק: 0.0001144 ,ûר: 0.0003746 ,ûש: 4.4e-06 ,ûû: 0.0 ,ûü: 0.0 ,û‎: 3.1e-06 ,û‏: 0.0 ,ûÿ: 9.7e-06 ,û_: 0.0039602 
üא: 4.4e-06 ,üב: 1.81e-05 ,üג: 2.78e-05 ,üד: 0.0005539 ,üה: 1.46e-05 ,üו: 9.81e-05 ,üז: 0.0 ,üח: 9.1e-05 ,üט: 3.89e-05 ,üי: 0.0 ,üך: 0.0009651 ,üכ: 3.5e-06 ,üל: 7.69e-05 ,üם: 0.0033228 ,üמ: 1.02e-05 ,üן: 2.65e-05 ,üנ: 5.3e-06 ,üס: 0.000602 ,üע: 0.0001396 ,üף: 1.3e-06 ,üפ: 2.83e-05 ,üץ: 1.3e-06 ,üצ: 7.77e-05 ,üק: 3.89e-05 ,üר: 0.0006563 ,üש: 3.05e-05 ,üû: 0.0 ,üü: 0.0 ,ü‎: 4e-06 ,ü‏: 0.0003847 ,üÿ: 8.35e-05 ,ü_: 0.0064769 
‎א: 0.0 ,‎ב: 0.0 ,‎ג: 1.8e-06 ,‎ד: 9e-07 ,‎ה: 4e-06 ,‎ו: 1.3e-06 ,‎ז: 0.0 ,‎ח: 3.1e-06 ,‎ט: 0.0 ,‎י: 6.6e-06 ,‎ך: 0.000352 ,‎כ: 0.0002107 ,‎ל: 4.4e-06 ,‎ם: 2.21e-05 ,‎מ: 0.0 ,‎ן: 1.9e-05 ,‎נ: 1.24e-05 ,‎ס: 7.1e-06 ,‎ע: 0.0024801 ,‎ף: 4e-07 ,‎פ: 1.68e-05 ,‎ץ: 0.0 ,‎צ: 9e-07 ,‎ק: 0.0 ,‎ר: 4e-07 ,‎ש: 0.0 ,‎û: 0.0 ,‎ü: 0.0 ,‎‎: 0.0 ,‎‏: 4e-07 ,‎ÿ: 3.1e-06 ,‎_: 1.5e-05 
‏א: 8e-06 ,‏ב: 2.21e-05 ,‏ג: 6.6e-06 ,‏ד: 6.2e-06 ,‏ה: 0.000155 ,‏ו: 2.7e-06 ,‏ז: 9.3e-06 ,‏ח: 1.68e-05 ,‏ט: 5.3e-06 ,‏י: 1.3e-06 ,‏ך: 5.7e-06 ,‏כ: 1.86e-05 ,‏ל: 1.06e-05 ,‏ם: 2.16e-05 ,‏מ: 4.9e-06 ,‏ן: 7.5e-06 ,‏נ: 9.67e-05 ,‏ס: 7.82e-05 ,‏ע: 0.0015141 ,‏ף: 1.3e-06 ,‏פ: 4.9e-06 ,‏ץ: 9e-07 ,‏צ: 1.72e-05 ,‏ק: 0.0002946 ,‏ר: 4e-07 ,‏ש: 0.0008679 ,‏û: 0.0 ,‏ü: 0.0 ,‏‎: 1.3e-06 ,‏‏: 2.12e-05 ,‏ÿ: 4e-07 ,‏_: 0.0022941 
ÿא: 1.37e-05 ,ÿב: 1.59e-05 ,ÿג: 0.0006038 ,ÿד: 4.51e-05 ,ÿה: 0.0002509 ,ÿו: 0.0012199 ,ÿז: 0.0001961 ,ÿח: 0.0001396 ,ÿט: 5.08e-05 ,ÿי: 5.57e-05 ,ÿך: 0.0001988 ,ÿכ: 0.0001091 ,ÿל: 0.0003229 ,ÿם: 0.0007027 ,ÿמ: 3.49e-05 ,ÿן: 7.95e-05 ,ÿנ: 6.8e-05 ,ÿס: 0.0002381 ,ÿע: 0.0011484 ,ÿף: 7.1e-06 ,ÿפ: 3.14e-05 ,ÿץ: 0.0002725 ,ÿצ: 5.08e-05 ,ÿק: 3.36e-05 ,ÿר: 4e-06 ,ÿש: 0.0001829 ,ÿû: 0.0 ,ÿü: 0.0 ,ÿ‎: 1.59e-05 ,ÿ‏: 0.0005137 ,ÿÿ: 8.44e-05 ,ÿ_: 0.0103403 
_א: 0.0017716 ,_ב: 0.0028975 ,_ג: 0.0128451 ,_ד: 0.0010826 ,_ה: 0.0070842 ,_ו: 0.0027848 ,_ז: 0.0012796 ,_ח: 0.0027906 ,_ט: 0.0084848 ,_י: 3.89e-05 ,_ך: 0.0102233 ,_כ: 0.0011789 ,_ל: 0.0035958 ,_ם: 0.0086619 ,_מ: 0.0100625 ,_ן: 0.0183548 ,_נ: 0.0048457 ,_ס: 0.015122 ,_ע: 0.0093518 ,_ף: 0.0018507 ,_פ: 0.0021762 ,_ץ: 0.00072 ,_צ: 0.0005587 ,_ק: 0.0035326 ,_ר: 0.0001396 ,_ש: 3.1e-06 ,_û: 4e-07 ,_ü: 4e-07 ,_‎: 0.0027848 ,_‏: 3.62e-05 ,_ÿ: 0.0005574 ,__: 0.0 
